"","INDEX","Sample.id","lat","lon","ref_6","bio4","ai_et0","contrast","ref_4","shannon","bio5","bio17","silt2_1","sand2_1","shannon_species","shannon.red"
"1","-12.93256 135.20189","SRR5919103",-12.93256,135.20189,0.591415,-1.4185278,-0.26427722,0.5813166,-0.95564014,0.559011,0.99412817,-0.5115807,-1.4262125,1.398548,1.57333402,1.57333402
"2","-13.40822 135.77629","SRR5918955",-13.40822,135.77629,0.6362653,-1.3517898,-0.3402344,-0.41471604,-0.9492258,-0.3247843,1.0366646,-0.48948205,-1.4974426,1.375179,0.811964649,0.811964649
"3","-13.52115 134.50615","SRR5919101",-13.52115,134.50615,0.61350405,-1.3068266,-0.38708296,-0.39654377,-0.9509176,-0.07570843,1.0974748,-0.5336794,-1.4824382,0.93918914,1.259996363,1.259996363
"4","-13.74768 141.50618","SRR5916120",-13.74768,141.50618,-0.120062016,-1.5189042,-0.09787107,3.3472662,-0.8523395,1.1554279,0.97385794,-0.54472876,-1.4849107,0.92491084,2.688789297,2.688789297
"5","-13.84394 141.61639","SRR5916035",-13.84394,141.61639,0.39613378,-1.4935886,-0.109614454,-0.1455776,-0.9579755,0.31128308,1.0074222,-0.5336794,-1.3468084,0.9730354,0.417001342,0.417001342
"6","-14.195246 135.71916","SRR5919096",-14.195246,135.71916,0.7739052,-1.2599012,-0.4480486,-0.47391406,-0.94458824,-0.5251879,1.0673331,-0.5226301,-1.7379167,1.6656388,1.760028235,1.760028235
"7","-16.10341667 145.4478833","SRR5918916",-16.10341667,145.4478833,-0.28877237,-1.4250569,1.5886778,-0.24312362,-1.0018891,0.6629321,0.74677134,1.7757804,-0.34051472,-0.54467857,1.846987815,1.846987815
"8","-17.12108333 145.6308833","SRR5918921",-17.12108333,145.6308833,-0.3658026,-1.3126278,0.6597017,-0.3979764,-1.0337613,0.068245664,0.62958413,1.2744664,-0.7418333,-0.5051039,3.664297237,3.664297237
"9","-19.28 -43.5919","SRR7091522",-19.28,-43.5919,0.8198082,-1.4687119,0.44107497,-0.33979347,-0.95328015,0.100108854,0.58609337,-0.23534718,-0.32763934,-0.025071744,2.127472422,1.7140346265
"10","-19.733 147.178","SRR1924237",-19.733,147.178,0.5815533,-1.1635056,-0.38920677,1.7844222,-0.91261244,1.3313603,0.86420417,-0.06250391,-1.119982,0.7644512,4.767878343,2.81509704
"11","-21.2 55.53","SRR5195129",-21.2,55.53,0.004861767,-1.3765779,0.54201806,-0.10109572,-0.98807496,0.6672383,0.45477644,1.3774358,-0.39381862,-0.41250634,4.806503357,4.806503357
"12","-21.34 55.56","SRR5195127",-21.34,55.56,0.013998834,-1.412912,0.03767748,0.34592503,-0.951514,0.85134506,0.650304,1.1859139,-0.777445,-0.13914809,4.862428983,4.862428983
"13","-21.35 55.57","SRR5195126",-21.35,55.57,0.033822738,-1.4140683,0.011317348,0.27243593,-0.92689973,0.883045,0.6745667,1.1266683,-0.8070434,-0.033768255,3.589937632,3.589937632
"14","-22.282754 133.249341","SRR5919098",-22.282754,133.249341,0.89225954,-0.65557027,-0.7973516,-0.5243055,-0.98584044,-1.5475307,1.0423244,-0.3438938,-2.3564432,2.3310144,1.578907254,1.578907254
"15","-24.36 30.72","SRR5195118",-24.36,30.72,0.43001583,-1.2078133,-0.52488023,-0.18382801,-0.97188073,0.5531894,0.82965285,-0.37346396,-1.5169301,1.312691,5.126568796,5.126568796
"16","-25.025508 152.379908","SRR3592108",-25.025508,152.379908,0.46358243,-1.1128787,-0.26914948,1.4923089,-0.95111483,0.9433415,0.7572595,0.69555986,-0.76304317,1.0727074,2.601913952,2.32651247175
"17","-25.2875 130.92864","SRR5918970",-25.2875,130.92864,1.0611476,-0.5212322,-0.8227123,-0.51952636,-0.95926505,-1.2292778,1.1246554,-0.18404667,-1.6020206,1.5473595,2.283656441,2.283656441
"18","-25.3118 131.084","SRR5918989",-25.3118,131.084,1.2049928,-0.5219308,-0.81821483,-0.52670324,-0.9544565,-1.7937648,1.1292621,-0.16194798,-1.6366949,1.3171061,2.623434201,2.623434201
"19","-25.3119 131.085","SRR5918988",-25.3119,131.085,1.2049928,-0.5219308,-0.81821483,-0.52670324,-0.9544565,-1.7937648,1.1292621,-0.16194798,-1.6366949,1.3171061,1.487575863,1.487575863
"20","-25.3504 131.0516","SRR5919197",-25.3504,131.0516,0.82866347,-0.5311625,-0.8198389,-0.4797473,-0.9501782,-0.71624434,1.1172025,-0.1593277,-1.668043,1.4560694,2.448679203,2.7790567818
"21","-25.351 131.041","SRR5919108",-25.351,131.041,0.7627193,-0.53266174,-0.8212131,-0.38481995,-0.9437,-0.26934138,1.1142951,-0.17450212,-1.6520296,1.6111736,3.161665906,2.99596833066667
"22","-25.351 131.0423","SRR5918911",-25.351,131.0423,0.7627193,-0.53266174,-0.8212131,-0.38481995,-0.9437,-0.26934138,1.1142951,-0.17450212,-1.6520296,1.6111736,2.887759636,2.7431537935
"23","-25.44 30.99","SRR5195116",-25.44,30.99,0.24474198,-1.1740727,-0.4547948,-0.19673438,-0.98487705,0.5810531,0.7732043,-0.25479403,-1.8752946,1.4232109,5.032844451,5.032844451
"24","-25.59 151.3","SRR5195143",-25.59,151.3,0.5819452,-0.9134607,-0.5237559,0.11243978,-0.92822766,0.9257447,0.8711971,0.3449642,-1.5073287,1.0413936,3.539392313,4.260573337
"25","-25.77 27.61","SRR5195117",-25.77,27.61,0.584617,-1.0155188,-0.53300065,0.032210473,-0.9414364,0.7342887,0.6745009,-0.39911422,-1.5911069,1.5477782,5.163595175,5.163595175
"26","-26.240738 -54.1545975","SRR5195137",-26.240738,-54.1545975,-0.27301162,-1.1174787,0.58761734,-0.4945777,-1.0674206,-0.6859416,0.7525042,3.4209046,0.19804125,-2.0315611,4.392654132,4.243164495
"27","-27.386111 152.878872","SRR5919099",-27.386111,152.878872,0.39140394,-1.0808429,-0.09537248,0.17211269,-0.97728086,0.8397653,0.7032937,0.83249277,-0.7646173,0.4420096,0.879213603,0.7926962445
"28","-27.632688 153.083025","SRR5919215",-27.632688,153.083025,-0.20665576,-1.0563658,-0.07538375,-0.47592995,-1.0474627,-0.6989337,0.7422872,0.89597017,-0.30658144,-0.33524352,0.816972519,0.816972519
"29","-28.05051667 120.5461667","SRR5919227",-28.05051667,120.5461667,1.5480998,-0.537319,-0.8383285,-0.5178405,-0.9061471,-1.170355,1.0666091,-0.23534718,-2.113669,2.1152172,2.174863829,2.174863829
"30","-29.00203333 134.6857167","SRR5919221",-29.00203333,134.6857167,2.084085,-0.63344,-0.8785558,-0.45274097,-0.7016519,-0.35355067,1.0079486,-0.20219916,-1.3600861,1.6965696,2.671050317,2.671050317
"31","-30.20066902 149.597249","SRR5919346",-30.20066902,149.597249,0.35113657,-0.6916112,-0.57610136,2.8763914,-0.9451082,1.5692431,0.89891994,0.690735,-0.8887094,-1.3097373,4.136706069,4.12854633966667
"32","-30.77565 138.7976","SRR5919245",-30.77565,138.7976,0.029016187,-0.607381,-0.7634957,-0.49390462,-1.0133557,-0.6077833,0.76102185,0.33774537,-1.6278815,1.3876411,1.003265418,1.003265418
"33","-31.32774 138.5673","SRR5919246",-31.32774,138.5673,0.40890428,-0.6176076,-0.7908552,-0.38128746,-0.9462753,0.08678347,0.87177247,0.22043817,-1.787274,1.5194377,1.605249935,1.605249935
"34","-31.40915 130.9936833","SRR5919159",-31.40915,130.9936833,1.516095,-1.0676879,-0.8277095,-0.5248452,-0.85432434,-1.4875962,0.704286,-0.19114982,-2.1051128,1.8836433,3.091065696,3.091065696
"35","-31.86331667 126.9831","SRR5918978",-31.86331667,126.9831,1.2751256,-1.0525023,-0.8172154,-0.5184428,-0.8916785,-1.3571175,0.7468942,-0.06960705,-1.8354638,1.6098502,2.8728779,2.8728779
"36","-32.32096 137.9544","SRR5919343",-32.32096,137.9544,0.10286729,-0.7579436,-0.67629486,-0.14987637,-0.9957357,0.62448835,0.74029106,0.2847085,-1.7098331,1.7511605,1.54506692,1.54506692
"37","-33.60897 150.7254","SRR5923059",-33.60897,150.7254,0.38548946,-0.9723617,-0.30150622,0.38905612,-0.9680718,0.8585167,0.6999043,0.8961054,-1.3534853,1.7868623,1.099662106,1.099662106
"38","-33.62075 150.73423","SRR5923187",-33.62075,150.73423,0.09974371,-0.96678275,-0.3056289,-0.15272918,-0.9968998,0.6552271,0.6976996,0.89523727,-1.2154652,1.6658429,1.084330613,1.084330613
"39","-33.652613 150.267756","SRR5918913",-33.652613,150.267756,-0.49182656,-0.9413662,0.21907517,-0.0949861,-1.0816691,0.6555925,0.4486778,1.7773695,-1.5401944,1.7537202,1.842756069,1.842756069
"40","-33.652818 150.268179","SRR5919249",-33.652818,150.268179,-0.49182656,-0.9413662,0.21907517,-0.0949861,-1.0816691,0.6555925,0.4486778,1.7773695,-1.5401944,1.7537202,1.893101194,1.893101194
"41","-33.652974 150.267825","SRR5918914",-33.652974,150.267825,-0.49182656,-0.9413662,0.21907517,-0.0949861,-1.0816691,0.6555925,0.4486778,1.7773695,-1.5401944,1.7537202,1.240468042,1.240468042
"42","-33.659823 150.265414","SRR5919014",-33.659823,150.265414,-0.49182656,-0.9413662,0.21907517,-0.0949861,-1.0816691,0.6555925,0.4486778,1.7773695,-1.5401944,1.7537202,1.344729141,1.332595511
"43","-34.03715 140.7064","SRR5918944",-34.03715,140.7064,1.1470681,-0.78796047,-0.79897565,-0.101805866,-0.92610246,0.6490314,0.9029347,-0.03282853,-1.9198574,2.0007813,2.933213856,2.933213856
"44","-34.18 142.15","SRR5195147",-34.18,142.15,0.61864686,-0.78069746,-0.7689926,0.2758045,-0.8420078,0.68875444,0.8412687,0.09708014,-2.1076562,1.5783983,3.878990818,4.41825238
"45","-34.233 138.309","ERR436053",-34.233,138.309,1.1439657,-0.9097759,-0.7360112,1.1485947,-0.86498094,0.899805,0.83903104,-0.06960705,-1.7220335,1.4818673,1.093383411,1.093383411
"46","-34.255 138.318","ERR436055",-34.255,138.318,1.1425388,-0.9117325,-0.7335126,0.8940103,-0.8532241,0.9396172,0.8344241,-0.06597655,-1.8259872,1.6398351,2.104165698,2.10521618833333
"47","-34.93343 138.727","SRR5919342",-34.93343,138.727,-0.16839911,-1.0730532,-0.10086938,0.18991925,-1.0298854,0.73507917,0.53382766,0.5428422,-1.262699,1.7988292,0.880722612,0.880722612
"48","-35.11641 141.97633","SRR5918996",-35.11641,141.97633,1.5783529,-0.80584747,-0.73838484,-0.23964112,-0.8490179,0.12838322,0.8344241,0.15137978,-2.0126576,1.767085,4.159408307,4.18755654275
"49","-35.12282 141.99678","SRR5918992",-35.12282,141.99678,1.4851577,-0.8070167,-0.73688567,0.38145614,-0.84361,0.95746505,0.82951015,0.15137978,-1.9838107,1.5640361,3.963629762,4.00115313533333
"50","-35.14969942 150.686346","SRR5919168",-35.14969942,150.686346,-0.62544864,-1.1954228,0.08202747,0.36915547,-1.0773623,1.0357596,0.48399693,1.9504231,-1.2930417,1.6735004,2.601378817,2.601378817
"51","-35.15304021 150.7352711","SRR5918986",-35.15304021,150.7352711,-0.6228507,-1.2397408,0.10901225,-0.24315508,-1.0773985,0.43982404,0.4610724,2.1049035,-1.2470039,1.5618122,1.201955922,1.201955922
"52","-35.1630042 150.6731254","SRR5919288",-35.1630042,150.6731254,-0.7618803,-1.2107618,0.0766555,1.0306166,-0.98078054,0.959605,0.47969726,1.9027005,-1.4437894,1.1246421,0.680009493,0.680009493
"53","-36.67146 142.28934","SRR5918993",-36.67146,142.28934,0.82279944,-0.9026725,-0.6173281,0.72067225,-0.9261049,0.9782715,0.7238599,0.23977453,-1.5546889,1.6146141,4.52149675,4.80970270833333
"54","-36.673214 145.029247","SRR5919105",-36.673214,145.029247,0.008714101,-0.83060014,-0.5055162,-0.04489403,-1.052493,0.07313759,0.7227082,0.6099275,-0.8051736,1.2043077,0.595212616,0.595212616
"55","-37.17 146.22","SRR5195145",-37.17,146.22,0.4558729,-0.88969296,0.17485012,0.7849162,-0.97021675,1.0801436,0.5983234,1.3916684,-0.52648145,0.36996508,4.982871379,5.0578180805
"56","-37.25205 144.05391","SRR5918958",-37.25205,144.05391,0.43718007,-0.9652818,-0.37459,0.8302855,-0.9730808,0.61283684,0.58809114,0.675315,-0.9568124,1.400431,1.048889508,1.048889508
"57","-41.58365 145.09314","SRR5916285",-41.58365,145.09314,-0.596791,-1.311379,1.0519805,-0.4165017,-1.0779335,-0.20091787,0.2927911,2.3164196,-0.58623135,-0.3291425,2.099962081,2.099962081
"58","-41.65563 145.08186","SRR5916164",-41.65563,145.08186,-0.79606843,-1.3303312,0.73353505,0.002394763,-1.0941347,0.6443879,0.3101874,2.0439744,-0.4626915,-0.027653685,1.343251344,1.343251344
"59","-42.24227 147.45971","SRR5915956",-42.24227,147.45971,0.71263605,-1.0992998,-0.41056973,0.17611012,-0.9522026,0.5289025,0.42453796,0.6313632,-1.6302047,1.7680426,2.32207294,2.32207294
"60","-42.27154 146.8927","SRR5916093",-42.27154,146.8927,0.41951773,-1.103638,-0.12860374,2.2377408,-0.9782876,1.3662635,0.3901709,0.99702287,-0.92902976,1.110564,1.523420018,1.40860845433333
"61","-42.27904 147.61451","SRR5916217",-42.27904,147.61451,0.5512168,-1.1345018,-0.32736665,1.3086197,-0.95671993,1.1494763,0.38361168,0.77961373,-1.6101176,1.8726227,2.574895042,2.574895042
"62","-42.28444 147.40152","SRR5916310",-42.28444,147.40152,0.31886777,-1.1157976,-0.3123751,1.4274225,-0.9976589,1.1827656,0.38330457,0.77087957,-1.4208744,1.7161455,1.092919448,1.092919448
"63","-42.32849 147.39757","SRR5916425",-42.32849,147.39757,0.64229953,-1.1143491,-0.36259678,1.3889235,-0.9701827,1.1257927,0.39738834,0.7248406,-1.5099725,1.6272122,1.779800408,1.779800408
"64","-42.38433 147.31092","SRR5916294",-42.38433,147.31092,0.54862857,-1.1224455,-0.35322705,2.978015,-0.9589912,1.3911878,0.3911095,0.75503457,-1.6297544,1.8128644,2.882523736,2.882523736
"65","-42.38459 147.31059","SRR5915952",-42.38459,147.31059,0.54862857,-1.1224455,-0.35322705,2.978015,-0.9589912,1.3911878,0.3911095,0.75503457,-1.6297544,1.8128644,2.576981297,2.576981297
"66","-42.38784 147.04742","SRR5916175",-42.38784,147.04742,0.27071962,-1.1032813,-0.29026258,2.2115521,-1.0000043,0.8461575,0.41489428,0.81260395,-1.5766972,1.7243699,1.245029761,1.245029761
"67","-42.40422 147.40767","SRR5916420",-42.40422,147.40767,0.3871256,-1.1537358,-0.26902455,0.8096072,-0.9746408,0.86634773,0.34548455,0.8770515,-2.1555367,2.679638,1.86077318,1.86077318
"68","-42.61742 147.42263","SRR5915997",-42.61742,147.42263,0.5444941,-1.1693226,-0.38908184,0.8423201,-0.9631307,1.0619185,0.41454327,0.74607116,-1.3495967,1.2846354,2.863719085,2.863719085
"69","-42.61778 147.42226","SRR5916140",-42.61778,147.42226,0.5444941,-1.1693226,-0.38908184,0.8423201,-0.9631307,1.0619185,0.41454327,0.74607116,-1.3495967,1.2846354,3.176412532,3.176412532
"70","-42.8072 147.43977","SRR5916354",-42.8072,147.43977,0.4738765,-1.1746094,-0.41656634,1.6277398,-0.9565066,1.2894444,0.42215556,0.6583867,-1.519125,1.8466433,2.304115182,2.304115182
"71","-42.80744 147.4391","SRR5916184",-42.80744,147.4391,0.4738765,-1.1746094,-0.41656634,1.6277398,-0.9565066,1.2894444,0.42215556,0.6583867,-1.519125,1.8466433,1.503660892,1.503660892
"72","-42.8223 147.50573","SRR5916087",-42.8223,147.50573,-0.18564562,-1.1987065,-0.44205198,2.4827125,-0.98973143,0.91628134,0.38470098,0.5864952,-1.5292598,1.0105193,0.691181209,0.691181209
"73","-43.09507123 146.6542886","SRR5918954",-43.09507123,146.6542886,-0.9552707,-1.2495922,0.7252897,-0.25248396,-1.1041079,-0.18649188,0.25660312,2.0999928,-0.86168516,0.23870336,0.114632927,0.114632927
"74","10 76.3","SRR1955040",10,76.3,0.118252784,-1.6719114,1.208892,-0.11112183,-0.93505317,0.90116507,0.90395695,0.14249122,-2.8940208,-3.14773,3.121246336,3.121246336
"75","18 -65","SRR3972293",18,-65,NA,NA,NA,NA,NA,NA,NA,NA,-2.8940208,-3.14773,3.399627071,2.73587289816438
"76","18.33722222 109.4611111","S155",18.33722222,109.4611111,0.3360753,-1.2890416,0.08490085,-0.005943717,-0.9615695,0.56960976,0.8377148,0.24231136,-0.37204176,0.46170244,3.413659962,3.413659962
"77","19.16075 110.452374","S394",19.16075,110.452374,0.052978378,-1.1422453,0.3903536,0.13485025,-0.96228164,0.6977404,0.861473,0.3621065,-0.06160095,0.31385106,3.530726694,3.530726694
"78","20.02 -110.35","SRR1379730",20.02,-110.35,NA,NA,NA,NA,NA,NA,NA,NA,-2.8940208,-3.14773,2.043138995,2.043138995
"79","20.03444444 110.3377778","S145",20.03444444,110.3377778,-0.21196531,-1.0158602,0.39772442,0.17919835,-0.8778395,0.52381945,0.8729242,0.41577476,-1.1923889,-1.1092167,3.349323893,3.349323893
"80","21.5416 -158.0875","SRR8100014",21.5416,-158.0875,0.016015742,-1.5682101,-0.1593364,0.14336602,-0.95858395,0.63491553,0.7307921,0.9970755,0.09259221,-0.54850096,3.604447655,3.595687655625
"81","22.3675 113.5805556","S108",22.3675,113.5805556,-0.13171323,-0.75334275,0.80461997,2.400996,-0.93910533,1.4008838,0.8268558,0.5355699,-0.8632067,-0.45125183,4.395229432,4.395229432
"82","22.43416667 113.5175","S107",22.43416667,113.5175,-0.14680125,-0.74523574,0.80761826,-0.014889101,-0.9677916,0.4972039,0.81921685,0.5732842,0.07801971,-0.20804615,2.230044556,2.230044556
"83","22.86527778 108.3375","S125",22.86527778,108.3375,-0.030967912,-0.62583846,0.35937107,0.6454351,-0.93519646,0.97512215,0.86042,0.69279754,0.20426184,-1.4316642,4.77598743,4.77598743
"84","22.88888889 108.3725","S127",22.88888889,108.3725,0.00748488,-0.6187232,0.32089275,-0.049933847,-0.94659007,0.66433036,0.8528515,0.70147914,0.96279967,-1.1459041,4.431419834,4.431419834
"85","22.92444444 108.5405556","S126",22.92444444,108.5405556,0.33162576,-0.60120815,0.36574247,0.088944614,-0.93909466,0.6377567,0.8566907,0.74657106,0.77199715,-0.8481966,4.77598743,4.77598743
"86","22.92611111 108.3730556","S128",22.92611111,108.3730556,0.016946306,-0.61663944,0.32713923,-0.07335968,-0.9315623,0.4957308,0.83903104,0.7314703,0.9488308,-1.2097405,2.944401309,2.944401309
"87","22.97777778 108.5777778","S122",22.97777778,108.5777778,0.10659658,-0.60354644,0.38548133,-0.37861356,-0.9780204,0.21096957,0.8355759,0.7508066,0.6394379,-0.9293105,3.990346275,3.990346275
"88","23.07 108.18","SRR5195133",23.07,108.18,0.03662401,-0.6329534,0.42058653,-0.14292039,-0.972422,0.4902854,0.85179377,0.826799,0.61335564,-1.3301556,4.728842143,4.728842143
"89","23.21 109","SRR6241674",23.21,109,0.14464302,-0.5608238,0.4060947,-0.06318695,-0.9733247,0.8112127,0.86206526,0.7811923,0.8025215,-1.186445,3.511197451,3.511197451
"90","23.619323 116.87216","SRR5133178",23.619323,116.87216,0.004626047,-0.7157402,0.38910428,1.4595588,-0.90874094,1.3064348,0.8143514,0.49035785,-1.571667,-1.715336,4.328470098,4.328470098
"91","23.621002 116.871869","SRR5133179",23.621002,116.871869,0.048031002,-0.71666056,0.3997233,0.70658875,-0.9027999,1.0855075,0.81023824,0.4939094,0.06593674,-0.10726656,2.13174788,2.13174788
"92","23.622873 116.81516","SRR5177928",23.622873,116.81516,-0.021396248,-0.7207804,0.41946217,-0.057587706,-0.9904993,0.63843626,0.795595,0.5400799,-0.007664733,0.021668278,2.174342669,2.174342669
"93","23.624572 116.811869","SRR5177929",23.624572,116.811869,-0.021396248,-0.7207804,0.41946217,-0.057587706,-0.9904993,0.63843626,0.795595,0.5400799,-0.007664733,0.021668278,3.753131427,3.753131427
"94","23.64 112.82","SRR5195135",23.64,112.82,0.13733962,-0.603698,0.66519856,0.30037665,-0.9539971,0.87345695,0.8882255,0.7259456,0.6084134,-0.40858492,5.293503192,5.07346758
"95","24.10416667 109.0902778","S120",24.10416667,109.0902778,0.07155205,-0.4841518,0.5195307,0.041480515,-0.9924957,0.57715017,0.8246371,0.90209657,1.1182963,-1.0215173,4.770277919,4.770277919
"96","24.20194444 109.3694444","S118",24.20194444,109.3694444,0.10156634,-0.4481309,0.48017794,-0.14260015,-0.9457648,0.8363066,0.87538123,0.96392745,0.98996985,-1.0714226,5.737465747,5.737465747
"97","24.28361111 109.4077778","S121",24.28361111,109.4077778,-0.18074888,-0.44137248,0.5495138,1.5395615,-0.97705686,1.2617792,0.8774433,0.9958653,1.3394032,-1.5431607,3.847963981,3.847963981
"98","24.5283427 110.9169302","SRR2093878",24.5283427,110.9169302,-0.054065894,-0.40822288,0.60835564,-0.22553453,-0.985702,0.2860588,0.8548259,1.1071479,-0.21681221,0.1626255,2.409324211,2.409324211
"99","25.06888889 110.2833333","S114",25.06888889,110.2833333,0.15623745,-0.3275664,0.85621583,0.055506796,-0.9360977,0.5921189,0.8729242,1.3361963,0.50038254,-1.1570785,5.425434556,5.425434556
"100","25.07 110.3058333","S112",25.07,110.3058333,0.089886874,-0.3301081,0.8599637,0.12732472,-0.949185,0.8932965,0.8713886,1.3339224,0.5274891,-1.0208275,4.536552505,4.536552505
"101","25.07333333 110.2930556","S113",25.07333333,110.2930556,0.020402063,-0.32468554,0.85109377,0.16690765,-0.96967477,0.71528924,0.874043,1.3428671,0.50151885,-1.2258043,4.265613336,4.265613336
"102","25.21662222 110.2520361","S109",25.21662222,110.2520361,-0.10087432,-0.31939498,0.8722068,-0.006399283,-0.994177,0.53884757,0.852018,1.350707,0.25293985,-0.92923397,2.662818613,2.662818613
"103","25.46 114.52","SRR5195131",25.46,114.52,0.08200493,-0.32104272,0.5126596,0.7025008,-0.9409636,0.97278315,0.90517217,1.0424303,0.33624366,-1.0800358,4.485802099,4.4924811435
"104","25.57972222 100.335","S329",25.57972222,100.335,0.3665846,-0.9390533,-0.16720697,1.0780414,-0.9316791,1.2995874,0.53892803,0.017209211,0.9750979,-0.8127165,3.327243523,3.327243523
"105","25.58666667 100.32","S328",25.58666667,100.32,0.3801551,-0.93518,-0.17870049,3.1260333,-0.8801512,1.2402467,0.5502807,0.01918229,1.011631,-0.7742441,4.999024446,4.999024446
"106","25.60333333 100.2477778","S331",25.60333333,100.2477778,-0.07597199,-0.93382406,-0.18457218,1.6060122,-0.91025543,1.4769231,0.5334028,0.01824749,-2.039236,-2.4414835,4.9768169,4.9768169
"107","25.68666667 100.3877778","S330",25.68666667,100.3877778,0.112391256,-0.96266234,-0.1444698,-0.15363444,-0.98714525,0.5279698,0.42006686,-0.037079137,0.98301506,-0.68637425,3.86636705,3.86636705
"108","25.8 113.0225","S38",25.8,113.0225,-0.37371227,-0.20906007,0.5267767,-0.15624893,-0.92597675,0.7097221,0.91289407,1.0813662,-2.7522461,-3.06466,5.141545181,5.141545181
"109","25.80444444 107.1847222","S142",25.80444444,107.1847222,0.016055126,-0.4468769,0.46593595,-0.33335096,-0.9997146,0.24995708,0.6371635,0.24640411,0.6184906,-0.6848844,3.653823442,3.653823442
"110","25.805 107.1752778","S140",25.805,107.1752778,-0.050860714,-0.44507933,0.4533181,-0.3838049,-1.004361,-0.10444192,0.6438544,0.23977453,0.66696966,-0.6590742,5.30942321,5.30942321
"111","25.81277778 107.1766667","S139",25.81277778,107.1766667,-0.006080336,-0.4455414,0.45281836,-0.36596447,-1.003104,0.12697922,0.6471889,0.23977453,0.74937576,-0.7104516,4.069720672,4.069720672
"112","25.84944444 107.1669444","S143",25.84944444,107.1669444,0.03343759,-0.44404075,0.4580654,-0.3118037,-0.9865516,0.06681517,0.6472986,0.23977453,0.794368,-0.7392566,4.559842269,4.559842269
"113","25.86194444 107.1297222","S141",25.86194444,107.1297222,0.11603455,-0.44665012,0.44894555,0.15181951,-0.9790966,0.6884896,0.63468456,0.2306983,0.7395733,-0.65650713,4.23696485,4.23696485
"114","25.89333333 113.0036111","S37",25.89333333,113.0036111,-0.08543928,-0.21591389,0.5287755,-0.14250185,-0.97123957,0.18279846,0.874043,1.1150298,0.71482146,-0.92555887,2.841023677,2.841023677
"115","25.89861111 113.0055556","S35",25.89861111,113.0055556,-0.08543928,-0.21591389,0.5287755,-0.14250185,-0.97123957,0.18279846,0.874043,1.1150298,0.71482146,-0.92555887,4.593962342,4.593962342
"116","26.17 -97.96","SRR5195106",26.17,-97.96,0.6726593,-0.77354884,-0.53999674,1.307685,-0.87226385,1.1385969,0.9965852,0.39130837,-0.6626089,0.6434746,4.755122864,4.310536616
"117","26.30638889 106.1388889","S132",26.30638889,106.1388889,0.11370316,-0.49859545,0.41159162,0.5663171,-0.9503251,1.0267686,0.58554494,0.072087616,0.8369765,-2.033379,3.654215317,3.654215317
"118","26.32083333 106.1394444","S130",26.32083333,106.1394444,0.03396796,-0.49544287,0.40284654,0.4410797,-0.93243194,0.7941932,0.5879581,0.072850525,0.68491834,-2.0834718,4.455317459,4.455317459
"119","26.32194444 106.1388889","S129",26.32194444,106.1388889,0.03396796,-0.49544287,0.40284654,0.4410797,-0.93243194,0.7941932,0.5879581,0.072850525,0.68491834,-2.0834718,4.343623589,4.343623589
"120","26.5008 -80.2398","SRR8879130",26.5008,-80.2398,-0.54883915,-1.1437542,0.07353226,-0.36484432,-1.042183,0.2247177,0.8522593,1.4676721,-1.8894168,2.3545966,6.446362608,6.490288779
"121","26.5052 -80.2345","SRR8881006",26.5052,-80.2345,-0.54883915,-1.1437542,0.07353226,-0.36484432,-1.042183,0.2247177,0.8522593,1.4676721,-1.8894168,2.3545966,6.250168741,6.0619046445
