"","INDEX","Sample.id","lat","lon","ref_6","bio4","ai_et0","contrast","ref_4","shannon","bio5","bio17","silt2_1","sand2_1","shannon_species","shannon.red"
"243","34.78222222 111.7647222","S2",34.78222222,111.7647222,0.13820295,0.13200243,-0.42531142,-0.075881064,-0.9227099,0.6837834,0.7751228,-0.3458406,1.7066683,-1.3254247,4.795851011,4.795851011
"244","34.975667 -97.519","SRR988077",34.975667,-97.519,0.7474727,-0.010301745,-0.29725862,-0.03722598,-0.96987283,0.5210486,0.95189875,0.7957932,0.6084748,-0.35268068,1.266992876,1.6510127565
"245","34.98167 -97.52056","ERR1051325",34.98167,-97.52056,0.6505773,-0.01197496,-0.30425468,-0.067184456,-0.9786031,0.7838696,0.950418,0.79224163,0.5147305,-0.59926254,3.859074921,3.859074921
"246","35.0244 -111.7363","SRR7976077",35.0244,-111.7363,-0.28252083,-0.31158358,-0.5644829,-0.28518873,-0.9854881,0.52334136,0.69572526,0.14703894,0.9578907,-0.6674101,4.805792599,4.805792599
"247","35.20472222 114.7486111","S176",35.20472222,114.7486111,0.18182516,0.23524861,-0.43168283,0.15929654,-0.9163899,0.7705171,0.8159968,-0.3241839,1.4752885,-0.80194265,5.633564273,5.633564273
"248","35.207199 114.675606","S390",35.207199,114.675606,0.108790964,0.23015216,-0.4134431,0.51724476,-0.8787398,0.67202294,0.8206036,-0.29133052,-0.5180009,-2.0621898,4.989295911,4.989295911
"249","35.22777778 114.8311111","S175",35.22777778,114.8311111,0.11037357,0.23577392,-0.42968395,1.8097855,-0.9104576,1.4345074,0.8067831,-0.31624416,1.5933477,-1.1852756,5.065976143,5.065976143
"250","35.28111111 114.8736111","S174",35.28111111,114.8736111,-0.012155784,0.23955563,-0.4354307,1.4960917,-0.91902345,1.0403521,0.80217636,-0.3237419,1.3843035,-0.85634434,5.440793513,5.440793513
"251","35.31666667 114.9069444","S173",35.31666667,114.9069444,0.02509564,0.23613186,-0.4340565,3.390225,-0.9201247,1.5858777,0.80228597,-0.3237419,1.6470652,-1.150663,4.084500793,4.084500793
"252","35.33527778 114.9025","S177",35.33527778,114.9025,0.018510832,0.23976335,-0.4363052,1.3563762,-0.91463816,1.103053,0.80228597,-0.3237419,1.8588244,-1.0915368,5.131315753,5.131315753
"253","35.37 114.9216667","S178",35.37,114.9216667,0.10776267,0.23908246,-0.43830407,1.061505,-0.9148383,0.91368353,0.7975694,-0.3237419,1.9406364,-1.0625186,5.127598818,5.127598818
"254","35.8443 -83.9607","SRR5582390",35.8443,-83.9607,0.4257342,-0.1576172,0.22019954,1.4050055,-0.9626246,1.1377574,0.81507546,2.16236,0.9846857,-0.9454449,6.335301719,6.4400924605
"255","36 -78","SRR8549365",36,-78,0.4630332,-0.20374507,0.06466226,0.57660073,-0.92577493,0.90454406,0.8620447,1.9977986,-0.02937885,0.5749712,5.77628311,5.752937762
"256","36.02 108.31","SRR4289287",36.02,108.31,-0.029294517,0.11595155,-0.39895126,-0.22075066,-1.016387,0.28567594,0.54090244,-0.46738335,1.632963,-1.0545381,3.680360027,3.58372586266667
"257","36.02 108.32","SRR4289290",36.02,108.32,-0.059480704,0.11539059,-0.39307958,-0.15332507,-1.0217565,0.3497151,0.54090244,-0.46738335,1.6467292,-1.0382829,3.556760776,3.583694508
"258","36.04 108.32","SRR4289284",36.04,108.32,-0.114188276,0.11003168,-0.3957031,-0.34856156,-1.0264682,0.0772571,0.5264238,-0.46738335,1.5242867,-1.0888027,3.118677581,3.149772612
"259","36.05 108.31","SRR4289280",36.05,108.31,-0.09124842,0.11755043,-0.4033238,-0.24824451,-1.0209075,0.28425518,0.53991526,-0.46738335,1.5420272,-1.1550659,2.704166585,2.95343224333333
"260","36.06444444 120.1038889","S274",36.06444444,120.1038889,0.2849867,0.121067084,-0.31812185,0.21049993,-0.91232556,0.73731625,0.66498005,-0.21219619,0.29948258,0.051385283,3.287461265,3.287461265
"261","36.08 120.3641667","S271",36.08,120.3641667,-0.26425824,0.11697118,-0.32099524,1.061299,-0.8507844,0.692229,0.68552446,-0.12682684,-1.8514171,-2.1653054,5.029334058,5.029334058
"262","36.257226 100.485006","S412",36.257226,100.485006,1.3298274,0.08571558,-0.6010873,-0.40141767,-0.6757522,-0.45254484,0.35899794,-0.52483994,0.724409,-0.1999006,3.781735499,3.781735499
"263","36.39888889 118.0186111","S46",36.39888889,118.0186111,0.29116917,0.32523605,-0.34510663,0.41987276,-0.89971006,0.5510572,0.7329639,-0.2952767,1.18108,-0.40561417,5.075807145,5.075807145
"264","36.40777778 118.0188889","S48",36.40777778,118.0188889,0.30897322,0.3294868,-0.34385735,0.2484202,-0.8933553,0.75831544,0.7396329,-0.29475054,1.0355384,-0.3229357,5.137018777,5.137018777
"265","36.44611111 117.9688889","S47",36.44611111,117.9688889,0.082785964,0.3172167,-0.3377358,1.2938944,-0.93916327,1.2537118,0.7139662,-0.29869676,1.4427994,-0.774758,4.595046604,4.595046604
"266","36.51472222 117.8552778","S49",36.51472222,117.8552778,-0.12502767,0.34811816,-0.33323833,0.42775753,-0.8957351,0.64197344,0.78385854,-0.20219916,-1.6154218,-2.0808923,5.061207336,5.061207336
"267","36.52 115.01","SRR5639170",36.52,115.01,0.16401972,0.41259468,-0.49352294,1.0357951,-0.8973489,0.7134843,0.83903104,-0.37898862,1.1089119,-1.4135813,3.499332847,3.499332847
"268","37.28 14.88","SRR5195121",37.28,14.88,0.019009538,-0.6824299,-0.57185376,0.18609972,-0.9631794,0.8294665,0.7768387,-0.3679393,0.83349425,-1.1559962,5.002162105,5.002162105
"269","37.2930286 103.7241968","SRR2952554",37.2930286,103.7241968,1.1931175,0.20924284,-0.7462554,-0.44767854,-0.6664768,-1.0980222,0.53313655,-0.5314695,1.5140504,-0.6413951,3.182528984,2.89406752483333
"270","37.3825 117.9502778","S51",37.3825,117.9502778,-0.123668864,0.42332557,-0.46603844,0.32021898,-0.87916636,1.031636,0.82613194,-0.33894792,-1.6423455,-2.8587575,4.234089846,4.234089846
"271","37.40222222 117.9291667","S52",37.40222222,117.9291667,0.23019889,0.42329735,-0.4701611,1.4160336,-0.8792264,1.0292361,0.8161504,-0.35431176,2.6561997,-1.91447,4.493104089,4.493104089
"272","37.42166667 112.2986111","S283",37.42166667,112.2986111,0.1722746,0.33281806,-0.57347786,1.3011409,-0.8907103,1.0945019,0.707736,-0.45080936,1.308243,-0.6062185,4.674381838,4.9136093485
"273","37.46361111 121.3783333","S268",37.46361111,121.3783333,0.2535617,0.16865626,-0.3137493,1.6720941,-0.8646021,1.0915028,0.63781065,-0.13235152,0.24459216,0.19808643,5.612579617,5.612579617
"274","37.49 14.81","SRR5195119",37.49,14.81,0.23386857,-0.66656375,-0.5666067,0.65420276,-0.9276423,0.9302974,0.7929626,-0.35688993,0.7069777,-0.9837205,5.325438706,5.325438706
"275","37.4958 -122.1331","SRR5210210",37.4958,-122.1331,-0.93188995,NA,NA,NA,-0.9677479,NA,NA,NA,-1.670803,-2.9903898,5.000485385,5.02381323266667
"276","37.496 -122.1329","SRR5210212",37.496,-122.1329,-0.93188995,NA,NA,NA,-0.9677479,NA,NA,NA,-1.670803,-2.9903898,3.710892427,3.710892427
"277","37.4961 -122.1331","SRR5209945",37.4961,-122.1331,-0.93188995,NA,NA,NA,-0.9677479,NA,NA,NA,-1.670803,-2.9903898,5.50259478,5.495750787
"278","37.4962 -122.1329","SRR5210214",37.4962,-122.1329,-0.93188995,NA,NA,NA,-0.9677479,NA,NA,NA,-1.670803,-2.9903898,3.115915493,3.251257458
"279","37.4965 -122.1329","SRR5210470",37.4965,-122.1329,-0.93188995,NA,NA,NA,-0.9677479,NA,NA,NA,-1.670803,-2.9903898,4.098326768,4.098326768
"280","37.4965 -122.133","SRR5210208",37.4965,-122.133,-0.93188995,NA,NA,NA,-0.9677479,NA,NA,NA,-1.670803,-2.9903898,5.190784502,5.190784502
"281","37.4968 -122.1333","SRR5209942",37.4968,-122.1333,-0.93188995,NA,NA,NA,-0.9677479,NA,NA,NA,-1.670803,-2.9903898,5.468261749,5.4434448495
"282","37.4969 -122.1331","SRR5209943",37.4969,-122.1331,-0.93188995,NA,NA,NA,-0.9677479,NA,NA,NA,-1.670803,-2.9903898,5.555067131,5.5721846625
"283","37.4971 -122.129","SRR5210466",37.4971,-122.129,-1.2636955,NA,NA,NA,-0.986152,NA,NA,NA,-0.42337814,-2.8299358,3.014632337,3.014632337
"284","37.4971 -122.133","SRR5468416",37.4971,-122.133,-0.93188995,NA,NA,NA,-0.9677479,NA,NA,NA,-1.670803,-2.9903898,5.215725376,5.215725376
"285","37.4972 -122.1293","SRR5210469",37.4972,-122.1293,-1.2636955,NA,NA,NA,-0.986152,NA,NA,NA,-0.42337814,-2.8299358,3.33069759,3.0802310795
"286","37.4973 -122.1295","SRR5210468",37.4973,-122.1295,-1.2636955,NA,NA,NA,-0.986152,NA,NA,NA,-0.42337814,-2.8299358,1.567543673,2.421428974
"287","37.51 -5.81","SRR5195114",37.51,-5.81,0.5756116,-0.6236429,-0.5743524,1.6528525,-0.9197979,1.4112165,0.95764184,-0.3458406,0.033941727,-0.47775486,3.858626805,4.2380737275
"288","37.51166667 112.3322222","S281",37.51166667,112.3322222,0.08563297,0.34112692,-0.57722574,0.22909722,-0.91260153,0.608779,0.7008257,-0.44274783,0.96374154,-0.2879709,5.122386851,5.122386851
"289","37.52472222 121.3841667","S269",37.52472222,121.3841667,-0.27789518,0.14862667,-0.32099524,1.4568125,-0.929217,1.1392697,0.6409368,-0.104728155,-0.2989074,0.25280875,4.939646327,4.939646327
"290","37.52527778 121.3861111","S270",37.52527778,121.3861111,-0.27789518,0.14862667,-0.32099524,1.4568125,-0.929217,1.1392697,0.6409368,-0.104728155,-0.2989074,0.25280875,5.246145263,5.246145263
"291","37.54305556 112.3141667","S277",37.54305556,112.3141667,0.02975892,0.34094036,-0.57610136,0.39489147,-0.9188756,0.79110295,0.70330465,-0.42244938,0.6934743,-0.3531307,4.880538078,4.880538078
"292","37.58166667 118.0441667","S50",37.58166667,118.0441667,0.2782046,0.42913115,-0.47965577,1.4081887,-0.8835715,0.8008093,0.8052695,-0.37062266,2.0257657,-1.8046665,5.466846637,5.466846637
"293","37.65305556 112.7463889","S276",37.65305556,112.7463889,0.15595502,0.3672551,-0.58984363,0.36391592,-0.90750104,0.90337974,0.70058,-0.4885981,0.80714524,-0.48890895,2.634771783,2.634771783
"294","37.757745 115.669078","S408",37.757745,115.669078,0.1741502,0.50242996,-0.5618594,0.86692995,-0.86588544,1.0283681,0.86206526,-0.38435546,0.46604604,-0.92760015,4.39770048,4.39770048
"295","37.83 -122.29","SRR7976138",37.83,-122.29,-0.15918875,-1.2192143,-0.45454493,0.016185872,-0.8399168,0.3215896,0.5041612,-0.49367318,-2.594478,-2.9995332,5.353468903,4.811559017
"296","37.87444444 114.8925","S165",37.87444444,114.8925,0.13928011,0.40919653,-0.5684807,0.7738664,-0.91045123,0.86465603,0.82567114,-0.44528466,0.6522044,-0.1175799,5.836870401,5.836870401
"297","37.9013 -109.5337","SRR6958471",37.9013,-109.5337,-0.349156,-0.13337034,-0.63394374,-0.092567995,-0.96412444,0.29142174,0.586225,0.12901801,0.49066842,-0.040967043,4.34893787,4.34893787
"298","37.91027778 114.3455556","S163",37.91027778,114.3455556,-0.16036157,0.3515811,-0.5160103,-0.18543863,-0.9913613,0.3663658,0.7891674,-0.43597165,1.0526187,-0.32376838,4.67308544,4.67308544
"299","37.9249062 -103.364487","SRR350969",37.9249062,-103.364487,1.5499601,0.20218799,-0.75075287,-0.5151408,-0.6193558,-1.2354019,1.0055355,-0.2905939,1.0632708,-0.78196615,0.031342187,0.3997889045
"300","37.931388 -122.021761","SRR5269546",37.931388,-122.021761,-0.1473965,-0.8421318,-0.6280721,-0.27467772,-0.9322124,0.5673502,0.7720673,-0.5115807,-2.8940208,-3.14773,4.375745919,4.375745919
"301","37.9525 114.7902778","S162",37.9525,114.7902778,0.13808978,0.40841922,-0.56110984,1.7641733,-0.9101511,0.76719177,0.83903104,-0.4562849,0.45326462,-0.06846097,5.689667211,5.689667211
"302","37.9813 -109.5168","SRR7976076",37.9813,-109.5168,0.7265459,0.03631549,-0.6982825,-0.001632175,-0.7665561,0.5035722,0.7645224,0.06236494,0.06941736,0.5933914,4.578508542,4.578508542
"303","38.0262 -109.5407","SRR6958124",38.0262,-109.5407,0.7834436,0.0659227,-0.72076976,0.24562818,-0.811844,0.440106,0.8212178,0.00589677,-0.5713576,1.1153332,4.188002298,4.188002298
"304","38.1087 -121.653","SRR5259839",38.1087,-121.653,0.026333166,-0.77372885,-0.67854357,0.36997303,-0.9933888,0.85034436,0.77422816,-0.5115807,1.5301962,-1.8581532,2.586143267,2.586143267
"305","38.28 16.24","SRR5195123",38.28,16.24,0.12487365,-0.6691048,-0.26315287,0.71774983,-0.9371614,1.0380188,0.78037053,0.006633424,0.38482034,-0.4791256,4.346143488,4.4929020705
"306","38.40416667 112.7461111","S279",38.40416667,112.7461111,0.01827951,0.45257288,-0.5762263,1.4626064,-0.87760866,1.0407106,0.69275856,-0.46861106,-0.21545081,-0.8276626,5.205319961,5.205319961
"307","38.714972 -109.692944","SRR4028118",38.714972,-109.692944,1.4527705,0.3046859,-0.8057219,0.15688066,-0.5777848,0.18193017,1.0511872,-0.07018581,-0.075121306,0.6200291,2.595120545,2.5988993065
"308","38.71833333 111.8375","S287",38.71833333,111.8375,-0.11755129,0.2934575,-0.04739954,0.2090186,-0.7534859,1.1753969,0.18469475,-0.36872855,0.8129046,-0.41093847,2.555277757,2.555277757
"309","38.8692 -122.4282","SRR5215207",38.8692,-122.4282,0.14047375,-0.59580225,-0.25803074,0.14658423,-0.99931914,0.6486492,0.86124265,-0.423186,0.7843866,-0.7213011,4.014791463,4.014791463
"310","38.8692 -122.4283","SRR5829696",38.8692,-122.4283,0.14047375,-0.59580225,-0.25803074,0.14658423,-0.99931914,0.6486492,0.86124265,-0.423186,0.7843866,-0.7213011,5.376209295,5.376209295
"311","38.8693 -122.4282","SRR5215204",38.8693,-122.4282,0.14047375,-0.59580225,-0.25803074,0.14658423,-0.99931914,0.6486492,0.86124265,-0.423186,0.7843866,-0.7213011,5.290528519,5.290528519
"312","38.8693 -122.4283","SRR5215203",38.8693,-122.4283,0.14047375,-0.59580225,-0.25803074,0.14658423,-0.99931914,0.6486492,0.86124265,-0.423186,0.7843866,-0.7213011,5.249346333,5.249346333
"313","38.8712 -122.4276","SRR5215213",38.8712,-122.4276,0.34370336,-0.5963569,-0.26177862,-0.021967694,-0.98025846,0.60704345,0.8563067,-0.423186,0.7807796,-0.6536249,5.620622625,5.620622625
"314","38.8722 -122.4269","SRR5215218",38.8722,-122.4269,0.34370336,-0.5963569,-0.26177862,-0.021967694,-0.98025846,0.60704345,0.8563067,-0.423186,0.7807796,-0.6536249,5.269264253,5.269264253
"315","38.8723 -122.4268","SRR5215217",38.8723,-122.4268,0.34370336,-0.5963569,-0.26177862,-0.021967694,-0.98025846,0.60704345,0.8563067,-0.423186,0.7807796,-0.6536249,5.217411592,5.217411592
"316","38.8724 -122.4268","SRR5215216",38.8724,-122.4268,0.34370336,-0.5963569,-0.26177862,-0.021967694,-0.98025846,0.60704345,0.8563067,-0.423186,0.7807796,-0.6536249,4.962493955,4.962493955
"317","38.87527 115.494457","S402",38.87527,115.494457,-0.11425464,0.4702511,-0.5061408,-0.11567321,-0.9074986,0.3830222,0.8573049,-0.41287327,-2.8940208,-3.14773,5.280831957,5.280831957
"318","38.88 -120.64","SRR3977090",38.88,-120.64,-0.7142584,-0.56448585,0.17022772,-0.25178787,-1.0595092,0.1707983,0.7154689,-0.18562514,0.73736286,0.011825697,1.926830416,1.07092151482692
"319","38.8825 -106.9105","SRR7026370",38.8825,-106.9105,-0.4929827,0.14033872,-0.4265607,3.4061716,-0.4930264,1.455824,0.41710523,0.5167973,1.0976281,-0.66698086,3.340091625,3.43050426675
"320","38.8826 -106.9101","SRR7026346",38.8826,-106.9101,-0.4929827,0.14033872,-0.4265607,3.4061716,-0.4930264,1.455824,0.41710523,0.5167973,1.0976281,-0.66698086,3.643042816,4.0207795835
"321","38.8827 -106.9107","SRR7026342",38.8827,-106.9107,-0.4929827,0.14033872,-0.4265607,3.4061716,-0.4930264,1.455824,0.41710523,0.5167973,1.0976281,-0.66698086,5.494204656,4.95294675025
"322","38.883 -106.9108","SRR7026474",38.883,-106.9108,-0.4929827,0.14033872,-0.4265607,3.4061716,-0.4930264,1.455824,0.41710523,0.5167973,1.0976281,-0.66698086,4.629643128,4.9516055915
"323","38.8856 121.5079","SRR6293899",38.8856,121.5079,-0.019733017,0.2744844,-0.38695803,1.0148704,-0.91992646,1.3460438,0.60693383,-0.27259925,-0.38623747,0.7808367,3.653148215,4.1121831395
"324","38.8924 -106.9111","SRR7026564",38.8924,-106.9111,-0.5320751,0.14523426,-0.42181337,1.576869,-0.56332964,1.3376757,0.4290878,0.5033276,1.3895369,-0.9146561,2.467659841,3.226149713
"325","38.8925 -106.9111","SRR7026479",38.8925,-106.9111,-0.5320751,0.14523426,-0.42181337,1.576869,-0.56332964,1.3376757,0.4290878,0.5033276,1.3895369,-0.9146561,4.385474757,3.2172581955
"326","38.8926 -106.9111","SRR7026559",38.8926,-106.9111,-0.5320751,0.14523426,-0.42181337,1.576869,-0.56332964,1.3376757,0.4290878,0.5033276,1.3895369,-0.9146561,1.581713953,2.46565705433333
"327","38.8927 -106.9112","SRR7026472",38.8927,-106.9112,-0.5320751,0.14523426,-0.42181337,1.576869,-0.56332964,1.3376757,0.4290878,0.5033276,1.3895369,-0.9146561,3.673552427,3.2439369925
"328","38.9134 -106.8956","SRR7011570",38.9134,-106.8956,-0.26948783,0.05762991,-0.42256296,0.4699045,-0.27930197,1.1175785,0.36906716,0.5202173,1.1782777,-1.1440302,3.674298302,3.94006393933333
"329","38.9136 -106.8951","SRR7010302",38.9136,-106.8951,-0.26948783,0.05762991,-0.42256296,0.4699045,-0.27930197,1.1175785,0.36906716,0.5202173,1.1782777,-1.1440302,4.47325597,4.021270009
"330","38.9137 -106.8949","SRR7010528",38.9137,-106.8949,-0.26948783,0.05762991,-0.42256296,0.4699045,-0.27930197,1.1175785,0.36906716,0.5202173,1.1782777,-1.1440302,3.091437963,2.90351043875
"331","38.9138 -106.8952","SRR7011568",38.9138,-106.8952,-0.26948783,0.05762991,-0.42256296,0.4699045,-0.27930197,1.1175785,0.36906716,0.5202173,1.1782777,-1.1440302,4.588438762,4.654683932
"332","38.9203 -106.9486","SRR7011725",38.9203,-106.9486,-0.054162353,0.090521365,-0.40982014,-0.12138231,-0.017892987,0.4709621,0.4141265,0.5196912,1.5456802,-1.0694515,3.967810777,4.20807136625
"333","38.9203 -106.9495","SRR7011960",38.9203,-106.9495,-0.054162353,0.090521365,-0.40982014,-0.12138231,-0.017892987,0.4709621,0.4141265,0.5196912,1.5456802,-1.0694515,4.158091462,4.29544865
"334","38.9205 -106.9513","SRR7011942",38.9205,-106.9513,-0.15409526,0.07703349,-0.4139428,0.073264666,-0.06609923,0.47693554,0.41028744,0.5211644,1.453236,-0.9840584,3.177278446,3.658748702
"335","38.9206 -106.9489","SRR8553626",38.9206,-106.9489,-0.054162353,0.090521365,-0.40982014,-0.12138231,-0.017892987,0.4709621,0.4141265,0.5196912,1.5456802,-1.0694515,4.905801817,5.048401393
"336","38.9206 -106.9514","SRR7011991",38.9206,-106.9514,-0.15409526,0.07703349,-0.4139428,0.073264666,-0.06609923,0.47693554,0.41028744,0.5211644,1.453236,-0.9840584,3.16032207,3.084123495
"337","38.92111111 117.5336111","S315",38.92111111,117.5336111,-0.2841355,0.4323328,-0.49814534,0.32563695,-0.9202044,1.0409838,0.7630181,-0.41410974,1.9359292,-1.7125379,4.807020478,4.807020478
"338","38.9223 -106.9536","SRR7026313",38.9223,-106.9536,-0.15409526,0.07703349,-0.4139428,0.073264666,-0.06609923,0.47693554,0.41028744,0.5211644,1.453236,-0.9840584,3.0511281,3.399656976
"339","38.9223 -106.954","SRR7026237",38.9223,-106.954,-0.15409526,0.07703349,-0.4139428,0.073264666,-0.06609923,0.47693554,0.41028744,0.5211644,1.453236,-0.9840584,3.810722489,3.2292299245
"340","38.9225 -106.9538","SRR7026201",38.9225,-106.9538,-0.15409526,0.07703349,-0.4139428,0.073264666,-0.06609923,0.47693554,0.41028744,0.5211644,1.453236,-0.9840584,3.169275091,3.168850799
"341","38.9228 -106.9541","SRR7026338",38.9228,-106.9541,-0.15409526,0.07703349,-0.4139428,0.073264666,-0.06609923,0.47693554,0.41028744,0.5211644,1.453236,-0.9840584,3.371304373,3.49417075975
"342","38.9354 -106.9424","SRR7015786",38.9354,-106.9424,-0.011770834,0.051406693,-0.4185652,0.2766526,0.00120308,0.8358929,0.38071588,0.5026962,1.2620369,-1.0384382,3.362468315,3.4372951415
"343","38.9355 -106.9424","SRR7012999",38.9355,-106.9424,-0.011770834,0.051406693,-0.4185652,0.2766526,0.00120308,0.8358929,0.38071588,0.5026962,1.2620369,-1.0384382,3.170338557,3.39757151675
"344","38.9362 -106.9425","SRR7015784",38.9362,-106.9425,-0.011770834,0.051406693,-0.4185652,0.2766526,0.00120308,0.8358929,0.38071588,0.5026962,1.2620369,-1.0384382,3.816320363,4.00578367
"345","38.9365 -106.9428","SRR7015886",38.9365,-106.9428,-0.011770834,0.051406693,-0.4185652,0.2766526,0.00120308,0.8358929,0.38071588,0.5026962,1.2620369,-1.0384382,4.194432961,4.28890394825
"346","38.9763 -107.0041","SRR7027366",38.9763,-107.0041,-0.58279395,-0.011622106,-0.3960779,1.0575849,-0.41614836,0.9449865,0.34548455,0.5403166,0.8095858,-0.42212644,3.503100789,3.473806766
"347","38.9765 -107.0043","SRR7027364",38.9765,-107.0043,-0.58279395,-0.011622106,-0.3960779,1.0575849,-0.41614836,0.9449865,0.34548455,0.5403166,0.8095858,-0.42212644,1.999963594,2.0149306305
"348","38.9767 -107.0044","SRR7026570",38.9767,-107.0044,-0.58279395,-0.011622106,-0.3960779,1.0575849,-0.41614836,0.9449865,0.34548455,0.5403166,0.8095858,-0.42212644,4.230084089,4.513067185
"349","38.9821 -107.0102","SRR7011997",38.9821,-107.0102,-0.69608283,-0.024264628,-0.42031422,1.3475567,-0.54467386,1.1167954,0.33404106,0.55862695,0.886174,-0.54381466,3.689334795,3.88860794166667
"350","38.9825 -107.0101","SRR7011999",38.9825,-107.0101,-0.69608283,-0.024264628,-0.42031422,1.3475567,-0.54467386,1.1167954,0.33404106,0.55862695,0.886174,-0.54381466,2.527760689,2.55505892375
"351","38.9827 -107.0102","SRR7012453",38.9827,-107.0102,-0.69608283,-0.024264628,-0.42031422,1.3475567,-0.54467386,1.1167954,0.33404106,0.55862695,0.886174,-0.54381466,3.139436863,3.101859611
"352","38.98472222 117.15","S312",38.98472222,117.15,-0.05156787,0.43388245,-0.50114363,2.3105328,-0.914258,0.52759,0.7658042,-0.39266875,1.4583402,-1.4192375,5.518606316,5.518606316
"353","38.9866 -107.0007","SRR7026199",38.9866,-107.0007,-0.5890181,0.009188576,-0.4256862,0.80255723,-0.4124018,0.93834126,0.36165237,0.5104834,0.75345665,-0.32498613,3.073617116,3.175536196
"354","38.987 -107.0038","SRR7015892",38.987,-107.0038,-0.5890181,0.009188576,-0.4256862,0.80255723,-0.4124018,0.93834126,0.36165237,0.5104834,0.75345665,-0.32498613,3.100686186,3.15945039575
"355","38.9871 -107.0011","SRR7026235",38.9871,-107.0011,-0.5890181,0.009188576,-0.4256862,0.80255723,-0.4124018,0.93834126,0.36165237,0.5104834,0.75345665,-0.32498613,4.111964438,3.97808157
"356","38.99297339 -123.0674491","SRR3954470",38.99297339,-123.0674491,0.33071572,-0.70910615,-0.24578765,0.04884533,-0.98511577,0.7780793,0.8830813,-0.46543658,1.0365123,-0.42266583,4.102437138,3.811961589125
"357","38.99638889 117.1397222","S313",38.99638889,117.1397222,-0.16387548,0.43515748,-0.49239856,NA,-0.92248386,NA,0.7702354,-0.34510398,1.4673272,-1.37158,5.692369608,5.692369608
"358","39.0042816 -77.1012173","SRR4027567",39.0042816,-77.1012173,-0.1967951,-0.025248073,0.06578663,0.75666755,-0.97947437,0.9586964,0.79324925,1.9855705,-2.3699658,-2.7465491,5.546737951,5.33348008673333
"359","39.04416667 117.6555556","S321",39.04416667,117.6555556,-0.21386749,0.4557184,-0.5121374,NA,-0.8469092,NA,0.7931264,-0.42627978,-2.8219986,-3.1185868,4.859176092,4.859176092
"360","39.05 -99.1","SRR6201927",39.05,-99.1,1.0319567,0.28861266,-0.50963885,-0.30194023,-0.8822163,0.13231936,0.9272778,-0.048097666,0.90318036,-2.2498052,2.866696285,2.866696285
"361","39.070856 -96.582821","SRR6201908",39.070856,-96.582821,0.60869116,0.28822127,-0.21080738,-0.25131533,-0.91850674,0.12833428,0.85054815,0.22872518,2.2840986,-2.6665218,3.492392779,3.492392779
"362","39.07361111 117.1497222","S317",39.07361111,117.1497222,-0.27721664,0.4374878,-0.4955218,0.20823279,-0.9309484,0.80103797,0.797723,-0.38782808,1.3658707,-1.6364788,5.509662468,5.509662468
"363","39.0844 -86.4705","SRR8558718",39.0844,-86.4705,0.008181191,0.09600491,0.22244827,-0.1120211,-1.0215034,0.28950378,0.7431099,1.8640279,3.3270104,-2.4634433,4.460468867,4.82402836775
"364","39.11283 117.206366","S400",39.11283,117.206366,-0.31424427,0.44466117,-0.46478915,-0.22805943,-0.92580754,0.2389677,0.8159968,-0.3320552,-2.8940208,-3.14773,5.544078981,5.544078981
"365","39.211666 -96.594768","SRR4027110",39.211666,-96.594768,0.640853,0.31550142,-0.22429977,0.28116676,-0.86286044,0.7321917,0.87886924,0.19699778,2.2074316,-2.4451113,3.185025752,2.75760548185
"366","39.214012 -96.585283","SRR4027089",39.214012,-96.585283,0.4814555,0.31750384,-0.22192611,1.3242712,-0.8780145,1.2913578,0.87943494,0.20268033,2.1428995,-2.4343293,2.870504326,3.34236020535294
