"","sample","diversity"
"diversity1213","SRR7026200",23.5597285067133
"diversity1214","SRR7026201",22.8200698143387
"diversity1215","SRR7026202",22.7953804998639
"diversity1216","SRR7026233",23.5666410471236
"diversity1217","SRR7026234",23.8532424781488
"diversity1218","SRR7026235",23.1538789703261
"diversity1219","SRR7026236",23.2000417005674
"diversity1220","SRR7026237",23.4463075548163
"diversity1221","SRR7026238",23.4527322336153
"diversity1222","SRR7026259",28.4681179998429
"diversity1223","SRR7026260",27.7110564135756
"diversity1224","SRR7026261",23.1573943519757
"diversity1225","SRR7026262",23.2399041233223
"diversity1226","SRR7026263",24.4351482175826
"diversity1227","SRR7026264",24.3543383328369
"diversity1228","SRR7026313",24.1137783063755
"diversity1229","SRR7026314",24.1709714382587
"diversity1230","SRR7026336",24.033901009858
"diversity1231","SRR7026337",24.0492197613776
"diversity1232","SRR7026338",24.2066713464911
"diversity1233","SRR7026339",24.1711362215878
"diversity1234","SRR7026340",26.1007713087745
"diversity1235","SRR7026341",25.0014621361234
"diversity1236","SRR7026342",25.2396198701247
"diversity1237","SRR7026343",24.591231723674
"diversity1238","SRR7026344",23.4566479436463
"diversity1239","SRR7026345",23.6302624691574
"diversity1240","SRR7026346",28.7158913802213
"diversity1241","SRR7026347",29.3161599467515
"diversity1242","SRR7026370",24.2283886546796
"diversity1243","SRR7026371",24.1648911653128
"diversity1244","SRR7026372",23.8431394440617
"diversity1245","SRR7026373",23.8197099476534
"diversity1246","SRR7026374",28.9017299129774
"diversity1247","SRR7026375",28.6277901399181
"diversity1248","SRR7026472",28.3091532257415
"diversity1249","SRR7026473",28.650068791835
"diversity1250","SRR7026474",21.5223729331525
"diversity1251","SRR7026475",21.5755784609463
"diversity1252","SRR7026476",21.9274644028313
"diversity1253","SRR7026477",21.8068031540491
"diversity1254","SRR7026479",25.1287511693565
"diversity1255","SRR7026480",25.025904871455
"diversity1256","SRR7026485",23.8161105045781
"diversity1257","SRR7026486",23.9056030629751
"diversity1258","SRR7026487",24.4155010886843
"diversity1259","SRR7026488",24.4465695062626
"diversity1260","SRR7026559",24.4427449720473
"diversity1261","SRR7026561",24.8045066049606
"diversity1262","SRR7026562",24.7828939533419
"diversity1263","SRR7026564",23.2581835468131
"diversity1264","SRR7026568",22.7295537971715
"diversity1265","SRR7026569",22.6984850164487
"diversity1266","SRR7026570",23.0837022465065
"diversity1267","SRR7026571",23.1192846509808
"diversity1268","SRR7026572",22.9575260604069
"diversity1269","SRR7026573",22.9428205595615
"diversity1270","SRR7027364",31.2419044417951
"diversity1271","SRR7027365",31.6237807491577
"diversity1272","SRR7027366",33.2677988804937
"diversity1273","SRR7027367",32.8114659553873
"diversity1274","SRR7027368",23.9232462508405
"diversity1275","SRR7027369",23.8716741105081
"diversity1276","SRR7027379",24.568213897248
"diversity1277","SRR7027380",24.6255256205757
"diversity1278","SRR7042343",23.8519237556263
"diversity1279","SRR7091522",24.1704174792939
"diversity1280","SRR7091523",24.0886705752051
"diversity1281","SRR7093038",23.6505537770395
"diversity1282","SRR7093792",23.39108194637
"diversity1283","SRR7093793",24.1461431675019
"diversity1284","SRR7093794",23.6188658881187
"diversity1285","SRR7093795",23.7188655986164
"diversity1286","SRR7093796",23.7595432339135
"diversity1287","SRR7093797",23.8809372407685
"diversity1288","SRR7094830",23.5846667684437
"diversity1289","SRR7094832",24.3497619598029
"diversity1290","SRR7094833",23.7703847867888
"diversity1291","SRR7094834",23.3600808932628
"diversity1292","SRR7095402",23.8868644046639
"diversity1293","SRR7096127",24.2130051083693
"diversity1294","SRR7096238",23.7361577249415
"diversity1295","SRR7097860",23.0160792078259
"diversity1296","SRR7097861",23.4419094115407
"diversity1297","SRR7097862",23.5266817276632
"diversity1298","SRR7097863",23.664037010285
"diversity1299","SRR7098091",23.3669253256795
"diversity1300","SRR7098092",24.1130043391969
"diversity1301","SRR7100769",23.0819931916489
"diversity1302","SRR7100789",22.948735978297
"diversity1303","SRR7101043",23.2519173082032
"diversity1304","SRR7101595",23.2160848052591
"diversity1305","SRR7102015",23.5411713273694
"diversity1306","SRR7102016",22.984050842363
"diversity1307","SRR7141809",24.4996975848099
"diversity1308","SRR7467816",24.6735420999024
"diversity1309","SRR7468329",23.6155875503398
"diversity1310","SRR7468330",25.7486741277759
"diversity1311","SRR7468331",23.1600905943708
"diversity1312","SRR7468582",23.1498641905301
"diversity1313","SRR7468592",23.0005921412575
"diversity1314","SRR7468842",23.3045405938788
"diversity1315","SRR7468846",23.6855024411619
"diversity1316","SRR7468865",26.0477616962479
"diversity1317","SRR7469208",23.4494375954207
"diversity1318","SRR7469209",24.6957546579622
"diversity1319","SRR7469572",25.0435548816319
"diversity1320","SRR7469583",22.9033980519371
"diversity1321","SRR7469745",25.3090429630294
"diversity1322","SRR7470025",24.4298621426426
"diversity1323","SRR7470026",23.573917730986
"diversity1324","SRR7470361",23.586413398784
"diversity1325","SRR7470970",26.3634559320522
"diversity1326","SRR7470972",23.5313613930128
"diversity1327","SRR7470973",23.5417209457129
"diversity1328","SRR7470978",25.4934693263002
"diversity1329","SRR7471037",25.8615795243548
"diversity1330","SRR7471038",25.0082249274994
"diversity1331","SRR7471040",23.3621801214611
"diversity1332","SRR7471043",23.3039356029053
"diversity1333","SRR7471159",24.7602683444928
"diversity1334","SRR7471160",23.3213471008792
"diversity1335","SRR7471161",23.5523089324432
"diversity1336","SRR7471224",23.3142070181505
"diversity1337","SRR7471225",23.3960853555186
"diversity1338","SRR7471226",24.8880671941234
"diversity1339","SRR7471323",24.6813138520766
"diversity1340","SRR7471324",23.532465361984
"diversity1341","SRR7471325",23.3105597624454
"diversity1342","SRR7471326",26.8727313410456
"diversity1343","SRR7471327",23.3567382610686
"diversity1344","SRR7471329",26.2214436839127
"diversity1345","SRR7471330",23.4757588707885
"diversity1346","SRR7471331",26.4774404637189
"diversity1347","SRR7471335",23.447350907596
"diversity1348","SRR7471336",23.5863300712307
"diversity1349","SRR7471412",26.3842277509592
"diversity1350","SRR7471413",23.496828293442
"diversity1351","SRR7471414",23.5189201902009
"diversity1352","SRR7471415",27.1679164604824
"diversity1353","SRR7471668",26.0198385037242
"diversity1354","SRR7471669",25.8223687990549
"diversity1355","SRR7471670",23.5358072522478
"diversity1356","SRR7471683",23.716558631161
"diversity1357","SRR7471701",23.7252229951809
"diversity1358","SRR7471702",23.7549060153159
"diversity1359","SRR7471703",23.4702100100166
"diversity1360","SRR7471704",25.5924590318182
"diversity1361","SRR7471708",26.6729905984937
"diversity1362","SRR7471730",26.2867283934819
"diversity1363","SRR7471731",23.4893162141808
"diversity1364","SRR7471732",23.6103630268601
"diversity1365","SRR7471733",28.9664186588454
"diversity1366","SRR7471734",23.6847281750366
"diversity1367","SRR7472063",25.01545308366
"diversity1368","SRR7472064",23.8645463395515
"diversity1369","SRR7495874",22.9740678185694
"diversity1370","SRR7495881",23.829231551688
"diversity1371","SRR7497547",22.9612787590776
"diversity1372","SRR7497548",22.9589394322147
"diversity1373","SRR7497549",22.6147368342167
"diversity1374","SRR7497550",22.5211101046786
"diversity1375","SRR7591063",23.2041235085915
"diversity1376","SRR7595568",23.4081367369892
"diversity1377","SRR7595584",23.4007815683669
"diversity1378","SRR7629274",23.1071632745176
"diversity1379","SRR7629275",23.4149743208888
"diversity1380","SRR7629276",23.3979652955716
"diversity1381","SRR7629277",23.2863741809651
"diversity1382","SRR7629278",23.2098035190566
"diversity1383","SRR7629279",17.7845220551183
"diversity1384","SRR7629280",17.5033581906584
"diversity1385","SRR7629281",17.134422346328
"diversity1386","SRR7629282",17.4927455878257
"diversity1387","SRR7686989",24.0409374345181
"diversity1388","SRR7686990",24.2557885023616
"diversity1389","SRR7686991",24.0951506057184
"diversity1390","SRR7686992",24.373453478938
"diversity1391","SRR7686993",23.8220992209533
"diversity1392","SRR7686999",23.7955942663279
"diversity1393","SRR7687000",23.719558228501
"diversity1394","SRR7687001",24.4281393665683
"diversity1395","SRR7687002",24.2415312391507
"diversity1396","SRR7687003",24.4200685928102
"diversity1397","SRR7687004",24.0761442522211
"diversity1398","SRR7687005",24.2955742335252
"diversity1399","SRR7687006",23.9819747183741
"diversity1400","SRR7687007",24.1225778588879
"diversity1401","SRR7687008",24.2788298735199
"diversity1402","SRR7687010",24.1512141330129
"diversity1403","SRR7687011",24.263157308591
"diversity1404","SRR7687012",24.2390974765483
"diversity1405","SRR7687013",24.4836835505149
"diversity1406","SRR7687014",24.3265015136126
"diversity1407","SRR7687071",23.9009753555001
"diversity1408","SRR7687072",24.1378091281799
"diversity1409","SRR7687073",24.2559661181063
"diversity1410","SRR7687074",24.357971733784
"diversity1411","SRR7687075",24.0312903286091
"diversity1412","SRR7687076",24.3323401105229
"diversity1413","SRR7687077",24.3810545671864
"diversity1414","SRR7687087",24.1042417877172
"diversity1415","SRR7687341",17.9939419828985
"diversity1416","SRR7777325",24.0732237926952
"diversity1417","SRR7882662",20.1850640886468
"diversity1418","SRR7882663",16.7681907864215
"diversity1419","SRR7965387",24.2025136076946
"diversity1420","SRR7965391",24.4794222824925
"diversity1421","SRR7965730",24.3297567558581
"diversity1422","SRR7965772",24.4100820665722
"diversity1423","SRR7965773",24.1013038644442
"diversity1424","SRR7965774",24.2656446074987
"diversity1425","SRR7965775",24.1000959246681
"diversity1426","SRR7965806",24.3296172640067
"diversity1427","SRR7965807",24.0709208645924
"diversity1428","SRR7965808",24.4347114455559
"diversity1429","SRR7967783",24.3889823245545
"diversity1430","SRR7967784",24.1764954173412
"diversity1431","SRR7967785",24.1127506855502
"diversity1432","SRR7967786",24.0936885924227
"diversity1433","SRR7967787",24.2026152119222
"diversity1434","SRR7967818",24.3746910800573
"diversity1435","SRR7967860",24.1971571942773
"diversity1436","SRR7967861",24.3049132971224
"diversity1437","SRR7967862",24.4742038698085
"diversity1438","SRR7967863",24.2643984742043
"diversity1439","SRR7967864",24.3096337797589
"diversity1440","SRR7967865",24.3355338201764
"diversity1441","SRR7967922",24.2318939173562
"diversity1442","SRR7967948",24.2343292181373
"diversity1443","SRR7967952",24.3827877417511
"diversity1444","SRR7967953",24.5472868560355
"diversity1445","SRR7967954",24.49149385375
"diversity1446","SRR7968240",24.0271816630998
"diversity1447","SRR7968259",24.9045313196819
"diversity1448","SRR7968260",28.75151875851
"diversity1449","SRR7968261",24.2411601058942
"diversity1450","SRR7968333",23.9998653402608
"diversity1451","SRR7968350",25.7062482648618
"diversity1452","SRR7968364",24.9921981781626
"diversity1453","SRR7968380",23.8081272317438
"diversity1454","SRR7968381",23.7734738980547
"diversity1455","SRR7968382",23.0335543158134
"diversity1456","SRR7968383",23.9319165757108
"diversity1457","SRR7968417",23.8488650611085
"diversity1458","SRR7968834",24.7340556219749
"diversity1459","SRR7968837",24.7749301165819
"diversity1460","SRR7968838",23.8873262593362
"diversity1461","SRR7969078",23.5632284661719
"diversity1462","SRR7969083",24.2535931677541
"diversity1463","SRR7969286",23.8834755167959
"diversity1464","SRR7969287",23.9763520912168
"diversity1465","SRR7969288",23.8067387124582
"diversity1466","SRR7969289",24.6451315340492
"diversity1467","SRR7969351",23.2283877598113
"diversity1468","SRR7970553",24.248710172272
"diversity1469","SRR7970554",24.6043677342458
"diversity1470","SRR7970555",24.1145474480839
"diversity1471","SRR7970742",24.1075615973142
"diversity1472","SRR7970743",23.5645810947182
"diversity1473","SRR7970744",24.9673342604959
"diversity1474","SRR7970745",23.7366359351409
"diversity1475","SRR7970746",23.5691536312442
"diversity1476","SRR7970950",23.6177542206844
"diversity1477","SRR7970951",23.6938933161153
"diversity1478","SRR7970985",23.4907159205164
"diversity1479","SRR7974119",24.7259731300753
"diversity1480","SRR7975437",24.1512067552241
"diversity1481","SRR7975438",24.1509287129852
"diversity1482","SRR7975446",23.6433182261711
"diversity1483","SRR7976076",24.000206090342
"diversity1484","SRR7976077",23.4051260391995
"diversity1485","SRR7976078",25.6114239153517
"diversity1486","SRR7976138",23.416237370827
"diversity1487","SRR7976139",24.8582998846895
"diversity1488","SRR7976237",19.6605848494053
"diversity1489","SRR8090375",22.8859560266242
"diversity1490","SRR8100014",23.1648692121805
"diversity1491","SRR8100015",23.1407835060923
"diversity1492","SRR8100016",23.1641336413087
"diversity1493","SRR8100017",23.196519839872
"diversity1494","SRR8100018",23.3080120601761
"diversity1495","SRR8100019",23.2501718094451
"diversity1496","SRR8100020",23.2679106473475
"diversity1497","SRR8100021",23.2732320724312
"diversity1498","SRR8100044",24.4425814820488
"diversity1499","SRR8185406",21.7976887262712
"diversity1500","SRR8191071",23.8822849668703
"diversity1501","SRR8205298",23.004824514174
"diversity1502","SRR8205300",22.7544946289404
"diversity1503","SRR8205301",23.1725454678641
"diversity1504","SRR8205303",23.4441033752356
"diversity1505","SRR8205304",22.6580637455985
"diversity1506","SRR8205305",22.6295974425217
"diversity1507","SRR8205306",23.4706570552701
"diversity1508","SRR8205307",23.6863348901036
"diversity1509","SRR8205308",22.6588126047425
"diversity1510","SRR8205309",22.8984743143648
"diversity1511","SRR8205310",22.8281153070242
"diversity1512","SRR8205311",23.1865875842034
"diversity1513","SRR8205312",23.2453791678382
"diversity1514","SRR8205313",23.5769528383106
"diversity1515","SRR8205314",22.7840491394044
"diversity1516","SRR8205316",22.9828926929655
"diversity1517","SRR8270004",13.7448106588059
"diversity1518","SRR8270006",13.2477206382904
"diversity1519","SRR8435548",12.8811718273989
"diversity1520","SRR8435584",13.9511355528702
"diversity1521","SRR8435635",13.8449712363106
"diversity1522","SRR8435649",13.0172324157871
"diversity1523","SRR8437982",24.2260843755108
"diversity1524","SRR8437983",24.1835652208764
"diversity1525","SRR8437984",24.3089416892916
"diversity1526","SRR8438001",24.6469870189496
"diversity1527","SRR8438002",24.0050401437206
"diversity1528","SRR8438005",24.3543398495551
"diversity1529","SRR8438006",24.2588778558997
"diversity1530","SRR8438007",24.3960766989185
"diversity1531","SRR8438359",16.6162785857463
"diversity1532","SRR8438360",16.4445266949386
"diversity1533","SRR8438362",17.7838604896268
"diversity1534","SRR8438363",17.6714144253384
"diversity1535","SRR8438364",18.0643796526035
"diversity1536","SRR8438365",16.8293105756071
"diversity1537","SRR8438377",17.7448020395979
"diversity1538","SRR8438384",17.3049095365293
"diversity1539","SRR8438981",17.1690114531713
"diversity1540","SRR8438982",16.7685018935513
"diversity1541","SRR8438987",20.186887571217
"diversity1542","SRR8438988",18.5904466016736
"diversity1543","SRR8438989",17.2149594852776
"diversity1544","SRR8438990",18.5351376558744
"diversity1545","SRR8439256",21.5214092319394
"diversity1546","SRR8439257",21.8111334895181
"diversity1547","SRR8439258",20.7934550733532
"diversity1548","SRR8439261",22.5163028449605
"diversity1549","SRR8439391",22.2624238635315
"diversity1550","SRR8536102",17.7635799346884
"diversity1551","SRR8536153",17.5446628165212
"diversity1552","SRR8536155",24.2342441996319
"diversity1553","SRR8536188",22.2032270255098
"diversity1554","SRR8536189",21.8981225214202
"diversity1555","SRR8536191",22.3711357836246
"diversity1556","SRR8536201",22.5424846007677
"diversity1557","SRR8536941",23.8995769146575
"diversity1558","SRR8543488",23.8536904764778
"diversity1559","SRR8544467",23.6007153481753
"diversity1560","SRR8549365",24.5076987995641
"diversity1561","SRR8553626",23.1547109251594
"diversity1562","SRR8553627",23.034357219485
"diversity1563","SRR8553635",22.9847702978936
"diversity1564","SRR8553636",23.0787643496068
"diversity1565","SRR8553638",22.9698451500115
"diversity1566","SRR8553639",23.0068268673964
"diversity1567","SRR8553640",23.2680410501304
"diversity1568","SRR8553641",23.4474589545013
"diversity1569","SRR8553642",22.7158876241671
"diversity1570","SRR8554483",19.3977231751304
"diversity1571","SRR8554485",19.3045650025122
"diversity1572","SRR8554501",19.3189138639731
"diversity1573","SRR8554503",18.7595120062091
"diversity1574","SRR8554504",21.0173868680283
"diversity1575","SRR8554505",20.9627155079175
"diversity1576","SRR8554511",21.1749594869454
"diversity1577","SRR8554512",21.0991054919512
"diversity1578","SRR8554643",21.1347577851093
"diversity1579","SRR8554898",23.9710628782119
"diversity1580","SRR8556377",21.0814042633339
"diversity1581","SRR8558718",23.3327429155139
"diversity1582","SRR8558719",23.3155232783809
"diversity1583","SRR8558721",24.8008409439141
"diversity1584","SRR8821132",23.4266613274938
"diversity1585","SRR8821151",23.4820212639192
"diversity1586","SRR8858270",15.1389128611296
"diversity1587","SRR8861596",23.4738569684175
"diversity1588","SRR8862977",23.5990594111801
"diversity1589","SRR8863040",23.6458978730075
"diversity1590","SRR8863074",23.3937623528833
"diversity1591","SRR8863101",23.5888027828926
"diversity1592","SRR8863102",23.4424979848109
"diversity1593","SRR8863176",23.5224929127209
"diversity1594","SRR8863177",23.8213814920602
"diversity1595","SRR8863178",23.4073021275375
"diversity1596","SRR8863179",23.4362175366584
"diversity1597","SRR8863180",23.2841768988468
"diversity1598","SRR8863203",23.5904918314926
"diversity1599","SRR8874670",24.0119243070096
"diversity1600","SRR8874768",24.1909395839299
"diversity1601","SRR8874838",24.2034803039935
"diversity1602","SRR8879130",23.9263589219414
"diversity1603","SRR8879131",23.3864955052302
"diversity1604","SRR8879132",22.4000047349826
"diversity1605","SRR8879133",22.7788024334105
"diversity1606","SRR8879134",23.7283465430326
"diversity1607","SRR8879135",21.7843869755214
"diversity1608","SRR8879136",23.6432039840386
"diversity1609","SRR8879137",22.0169789812563
"diversity1610","SRR8881005",23.2439919190568
"diversity1611","SRR8881006",23.2973569101096
"diversity1612","SRR8881007",23.4052437165426
"diversity1613","SRR8881008",23.780418875485
"diversity1614","SRR8881009",23.9508169754016
"diversity1615","SRR8881010",23.5704380228338
"diversity1616","SRR8881011",22.8713969252209
"diversity1617","SRR8881341",22.8600806766213
"diversity1618","SRR8881745",22.7736501332705
"diversity1619","SRR8987900",23.9310087728363
"diversity1620","SRR8987901",23.7579855648927
"diversity1621","SRR8987902",23.7037836460618
"diversity1622","SRR8987903",23.5199261189354
"diversity1623","SRR9002931",23.4664878180365
"diversity1624","SRR9007738",22.6078118602303
"diversity1625","SRR9009769",24.263054853799
"diversity1626","SRR9009773",24.3943148459949
"diversity1627","SRR9009774",24.0011984042743
"diversity1628","SRR9030504",24.5136802551726
"diversity1629","SRR9030505",24.5329158600692
"diversity1630","SRR9030506",24.0580761589386
"diversity1631","SRR9030507",24.0740705593748
"diversity1632","SRR9032072",24.1240797199678
"diversity1633","SRR9032073",24.1407380732663
"diversity1634","SRR9032074",24.1883649738335
"diversity1635","SRR9032075",24.2718507593551
"diversity1636","SRR9032198",24.128309949239
"diversity1637","SRR9032199",24.3066702915505
"diversity1638","SRR9032202",24.1919399290485
"diversity1639","SRR9032259",24.1926196780327
"diversity1640","SRR9032267",24.2672627148452
"diversity1641","SRR9032300",24.3804373346136
"diversity1642","SRR9032509",24.295479139581
"diversity1643","SRR9032510",24.2520401245178
"diversity1644","SRR9032615",24.1980099478748
"diversity1645","SRR9032694",24.245896691416
"diversity1646","SRR9032715",24.2251950953295
"diversity1647","SRR988077",23.3774337008411
"diversity1648","SRR988082",23.9030551599268
"diversity1649","SRR988083",23.8377860627279
"diversity1650","SRR988085",23.6129086387967
"diversity1651","SRR988086",23.6649868523544
"diversity1652","SRR988087",24.1154498857494
"diversity1653","SRR988088",24.0798322966846
"diversity1654","SRR988089",23.6298127475134
"diversity1655","SRR988090",23.9487042862519
"diversity1656","SRR988091",23.8667192060945
"diversity1657","SRR988092",23.6598407196698
"diversity1658","SRR988093",23.7822610617723
"diversity1659","SRR988094",23.9800108738639
"diversity1660","SRR988096",24.1714481933158
"diversity1661","Z1jian_BDME190025990",23.2287163654671
"diversity1662","Z1W_BDME190025931",23.4544826313764
"diversity1663","Z1xia_BDME190025991",22.3427320908096
"diversity1664","Z2jian_BDME190025923",23.1401923404584
"diversity1665","Z2tu_BDME190025922",23.1484744898793
"diversity1666","Z2W_BDME190025932",22.0659096684953
"diversity1667","Z2xia_BDME190025880",23.307587901387
"diversity1668","Z3jian_BDME190025993",23.0037594858837
"diversity1669","Z3tu_BDME190025992",23.5109529713048
"diversity1670","Z3xia_BDME190025994",23.2153970403239
"diversity1671","Z4jian_BDME190026001",23.2970696562709
"diversity1672","Z4tu_BDME190025879",23.0912550011252
"diversity1673","Z4xia_BDME190026002",22.9864537082914
"diversity1674","Z5jian_BDME190601154",22.9860661979556
"diversity1675","Z5tu_BDME190025995",23.3365475528469
"diversity1676","Z5W_BDME190025934",23.1603527814019
"diversity1677","Z5xia_BDME190025996",23.0877931468599
"diversity1678","MG_D1_T1",23.2903134698742
"diversity1679","MG_D1_T1_R2",23.4909945164925
"diversity1680","MG_D1_T1_R3",23.7928317853568
"diversity1681","MG_D1_T2",23.6916841018844
"diversity1682","MG_D1_T2_R2",23.399497849319
"diversity1683","MG_D1_T2_R3",22.9840565402303
"diversity1684","MG_D1_T3_R2",22.6176637253162
"diversity1685","MG_D1_T3_R3",23.783821246125
"diversity1686","MG_D1_T3_R5",23.7383130877565
"diversity1687","MG_D1_T4",23.2790671654692
"diversity1688","MG_D1_T4_R2",22.9233344045856
"diversity1689","MG_D1_T4_R3",23.0432553031369
"diversity1690","MG_D1_T5_R2",23.744146286546
"diversity1691","MG_D1_T5_R4",23.4961570915447
"diversity1692","MG_D1_T5_R5",23.3065769648097
"diversity1693","MG_D1_T6",22.8830673416544
"diversity1694","MG_D1_T6_R3",23.3797030594745
"diversity1695","MG_D1_T6_R4",23.5675543276436
"diversity1696","MG_D2_T1_R2",23.0507064830137
"diversity1697","MG_D2_T1_R3",23.177834232414
"diversity1698","MG_D2_T1_R5",23.0653719888582
"diversity1699","MG_D2_T2",22.8544235062689
"diversity1700","MG_D2_T2_R3",23.1153366595136
"diversity1701","MG_D2_T2_R4",23.0023529408134
"diversity1702","MG_D2_T3",23.379480515792
"diversity1703","MG_D2_T3_R2",22.9383092345673
"diversity1704","MG_D2_T3_R4",22.8677182171802
"diversity1705","MG_D2_T4_R2",23.1817741926634
"diversity1706","MG_D2_T4_R3",22.9963892789379
"diversity1707","MG_D2_T4_R5",23.3342443093264
"diversity1708","MG_D2_T5",23.1517710091347
"diversity1709","MG_D2_T5_R2",23.4536154168973
"diversity1710","MG_D2_T5_R3",23.0509368813654
"diversity1711","MG_D2_T6",23.1519075770269
"diversity1712","MG_D2_T6_R2",23.2745846057192
"diversity1713","MG_D2_T6_R4",23.1018130323165
"diversity1714","MG_D3_T1",23.059473846909
"diversity1715","MG_D3_T1_R2",22.8899679208537
"diversity1716","MG_D3_T1_R5",23.0510154539898
"diversity1717","MG_D3_T2",22.9439293823906
"diversity1718","MG_D3_T2_R4",22.7246335277959
"diversity1719","MG_D3_T2_R5",22.7827637632017
"diversity1720","MG_D3_T3",22.9108403480238
"diversity1721","MG_D3_T3_R2",23.7431300127289
"diversity1722","MG_D3_T3_R4",22.8282201570804
"diversity1723","MG_D3_T4",22.5985390596217
"diversity1724","MG_D3_T4_R2",23.6733541932812
"diversity1725","MG_D3_T4_R4",22.7054073245381
"diversity1726","MG_D3_T5",22.894023678312
"diversity1727","MG_D3_T5_R2",22.7355922778781
"diversity1728","MG_D3_T5_R3",23.3399883092977
"diversity1729","MG_D3_T6",23.1198080185202
"diversity1730","MG_D3_T6_R4",23.2167864503555
"diversity1731","MG_D3_T6_R5",23.2166558749731
"diversity1732","MG_D4_T1",22.9468841018567
"diversity1733","MG_D4_T1_R2",23.2509970571109
"diversity1734","MG_D4_T1_R3",23.1223201797035
"diversity1735","MG_D4_T2",23.0632480020522
"diversity1736","MG_D4_T2_R4",23.2440991031123
"diversity1737","MG_D4_T2_R5",23.0558906251462
"diversity1738","MG_D4_T3_R2",22.969911232324
"diversity1739","MG_D4_T3_R3",22.7542273878822
"diversity1740","MG_D4_T3_R5",22.9820091430538
"diversity1741","MG_D4_T4",22.8828772441873
"diversity1742","MG_D4_T4_R2",23.6585837988287
"diversity1743","MG_D4_T4_R5",23.4274311705243
"diversity1744","MG_D4_T5",22.9709662733914
"diversity1745","MG_D4_T5_R2",22.853895958025
"diversity1746","MG_D4_T5_R3",23.3432346301911
"diversity1747","MG_D4_T6",22.7924110846596
"diversity1748","MG_D4_T6_R4",23.0115324573125
"diversity1749","MG_D4_T6_R5",22.8340501970684
"diversity1750","rice1",23.5700631603603
"diversity1751","rice100",23.6696008097592
"diversity1752","rice101",23.5319331762088
"diversity1753","rice102",23.5128727647117
"diversity1754","rice103",23.5812636162463
"diversity1755","rice104",23.7455234852976
"diversity1756","rice105",23.6787938788189
"diversity1757","rice121",23.7470157344964
"diversity1758","rice122",23.8291118972293
"diversity1759","rice123",23.6242838409154
"diversity1760","rice124",23.9688358298069
"diversity1761","rice125",23.7180128383998
"diversity1762","rice126",23.7566810718759
"diversity1763","rice127",23.752909859893
"diversity1764","rice128",23.909581097706
"diversity1765","rice129",23.7729714097369
"diversity1766","rice130",23.7538092773509
"diversity1767","rice131",23.8535730525615
"diversity1768","rice132",23.8253016990907
"diversity1769","rice133",23.0225075350115
"diversity1770","rice134",23.8448076924933
"diversity1771","rice135",23.5572982178449
"diversity1772","rice136",23.8324880422932
"diversity1773","rice137",23.6821305826538
"diversity1774","rice138",23.6621702688236
"diversity1775","rice139",23.3097085263188
"diversity1776","rice140",23.9173208350009
"diversity1777","rice17",23.7778413762156
"diversity1778","rice18",23.7510232417796
"diversity1779","rice19",23.9117758655475
"diversity1780","rice2",23.7663758205209
"diversity1781","rice20",23.7160326451757
"diversity1782","rice21",23.6821267235448
"diversity1783","rice23",23.7469629566697
"diversity1784","rice24",23.8319399747868
"diversity1785","rice25",23.7320380127604
"diversity1786","rice26",23.6450698233663
"diversity1787","rice27",23.7403337158004
"diversity1788","rice3",23.8959849455493
"diversity1789","rice39",23.8884427426368
"diversity1790","rice4",23.7944652765619
"diversity1791","rice40",23.7993686958643
"diversity1792","rice41",23.8377155185182
"diversity1793","rice42",23.8041328340262
"diversity1794","rice43",23.6991853743134
"diversity1795","rice5",23.6227741952809
"diversity1796","rice96",23.5877424661905
"diversity1797","rice97",23.6436090318284
"diversity1798","rice98",23.7470899291506
"diversity1799","rice99",23.7237865225348
